번호,구분,화장실명,소재지도로명주소,소재지지번주소,전화번호,개방시간상세
2538,개방화장실,서초구립반포도서관,서울특별시  서초구 고무래로 34,서울특별시 서초구 반포동 32-12,02-2155-8636,09:00~18:00
2539,개방화장실,양재종합사회복지관,서울특별시 서초구 남부순환로 2610,서울특별시 서초구 양재동 11-13,02-2155-6621,09:00~18:00
2540,개방화장실,서초구립 한우리정보문화센터,서울특별시 서초구 남부순환로340길 15,서울특별시 서초구 서초동 380,02-2055-0909,09:00~18:00
2541,개방화장실,바우뫼복지문화회관,서울특별시 서초구 바우뫼로 43,서울특별시 서초구 우면동 68-1,02-2155-6621,09:00~18:00
2542,개방화장실,우면종합사회복지관,서울특별시 서초구 바우뫼로7길 11,서울특별시 서초구 우면동 63,02-2155-6621,09:00~18:00
2543,개방화장실,반포종합사회복지관 화장실,서울특별시 서초구 신반포로33길 22,서울특별시 서초구 잠원동 60-5,02-2155-6621,09:00~18:00
2544,개방화장실,서울특별시어린이병원,서울특별시 서초구 헌릉로 260,서울특별시 서초구 내곡동 375,02-570-8117,09:00~18:00
2545,개방화장실,서울추모공원,서울특별시 서초구 양재대로12길 74,서울특별시 서초구 원지동 63,02-3498-2559,상시
2577,개방화장실,한우리교회,"서울특별시 강남구 강남대로54길 10, 교회 (도곡동)",서울특별시 강남구 도곡동 948 교회,02-3462-9191,06:00~18:00
2580,개방화장실,한우리 비전센타,서울특별시 강남구 강남대로54길 9 (도곡동),서울특별시 강남구 도곡동 946-20,02-3462-9191,06:00~18:00
2582,개방화장실,성수2가3동주민센터 화장실,서울특별시 성동구 광나루로2길 35,서울특별시 성동구 성수동2가 299-240,02-2286-7482,09:00~18:00
2583,개방화장실,왕십리도선동주민센터,서울특별시 성동구 마장로 141(상왕십리동),서울특별시 성동구 상왕십리동 813,02-2286-7202,09:00~18:00
2586,개방화장실,사근동공공복합청사,"서울특별시 성동구 사근동길 37, 사근동 공공복합청사 (사근동)",서울특별시 성동구 사근동 223-22 사근동 공공복합청사,02-2204-6675,09:00~18:00
2588,개방화장실,성동세무서 공중화장실,서울특별시 성동구 광나루로 297,서울특별시 성동구 송정동 67-6,02-460-4245,09:00~18:00
2589,개방화장실,성동안심상가 화장실,서울특별시 성동구 성수일로12길 20,서울특별시 성동구 성수동2가 284-22,02-2286-5114,08:00~22:00
2741,개방화장실,영광빌딩,서울특별시 강남구 언주로 333 (역삼동),서울특별시 강남구 역삼동 773-3,02-567-5869,07:00~22:30
2752,개방화장실,심스빌딩,"서울특별시 강남구 테헤란로87길 39, 심스빌딩 (삼성동)",서울특별시 강남구 삼성동 153-55 심스빌딩,02-555-6941,06:00~21:00
2791,개방화장실,금호스포츠센터,서울특별시 성동구 금호로 20,서울특별시 성동구 금호동4가 56,02-2204-7675,06:00~23:00
2792,개방화장실,대현산체육관,서울특별시 성동구 독서당로63길 44,서울특별시 성동구 행당동 산 30-40,02-2204-7680,06:00~22:00
2842,개방화장실,금호공원체육관,서울특별시 성동구 장터1길 20,서울특별시 성동구 금호동3가 1266,02-2204-7690,09:00~22:00
2843,개방화장실,성동구민종합체육센터 화장실,서울특별시 성동구 왕십리로 89,서울특별시 성동구 성수동1가 685-697,02-2204-7600,06:00~22:00
2844,개방화장실,성동구립용답체육센터,서울특별시 성동구 천호대로78길 15-48,서울특별시 성동구 용답동 223-5,02-2204-6620,06:00~22:00
2845,개방화장실,마장국민체육센터,서울특별시 성동구 마조로11길 6,서울특별시 성동구 마장동 399-98,02-2204-7640,06:00~22:00
2846,개방화장실,성동구립도서관,서울특별시 성동구 고산자로 10길 9,서울특별시 성동구 행당동 142-4,02-2204-6420,09:00~18:00
2847,개방화장실,성동구립금호도서관,"서울특별시 성동구 난계로 20, 금호작은도서관(금호동1가)",서울특별시 성동구 금호동1가 688 금호작은도서관,02-2204-6450,09:00~18:00
2848,개방화장실,성동구립용답도서관,서울특별시 성동구 용답중앙3길 10,서울특별시 성동구 용답동 95-1 성동구립용답도서관,02-2204-6470,09:00~18:00
2849,개방화장실,성동구립성수도서관(성수문화복지회관),"서울특별시 성동구 뚝섬로1길 43, 성수문화복지회관(성수동1가)",서울특별시 성동구 성수동1가 성수문화복지회관,02-2204-7590,08:00~22:00
2850,개방화장실,성동구립청계도서관(왕십리도선동복합청사),서울특별시 성동구 마장로141,서울특별시 성동구 상왕십리동 130-20,02-2204-7580,09:00~20:00
2851,개방화장실,성동문화회관,서울특별시 성동구 행당동 왕십리로 281,서울특별시 성동구 행당동 142-16,02-2204-6415,09:00~18:00
2852,개방화장실,성수문화복지회관,서울특별시 성동구 뚝섬로1길 43,서울특별시 성동구 성수동1가 656-323,02-2204-6415,09:00~21:00
2853,개방화장실,4차산업혁명체험센터,서울특별시 성동구 살곶이길 327,서울특별시 성동구 행당동 378,02-2286-7812,09:00~18:00
2854,개방화장실,독서당인문아카데미센터,서울특별시 성동구 금호로30,서울특별시 성동구 금호로4가 56,02-2286-7805,09:00~18:00
2887,공중화장실,개포3동주민센터,"서울특별시 강남구 개포로 615, 석탑프라자, 개포3동주민센터 (개포동)","서울특별시 강남구 개포동 12-4 석탑프라자 5층, 개포3동주민센터(임시청사)",02-3423-8452,9~18
2936,공중화장실,일원1동주민센터,"서울특별시 강남구 개포로 615, 석탑프라자, 개포3동주민센터 (개포동)","서울특별시 강남구 개포동 12-4 석탑프라자 5층, 개포3동주민센터(임시청사)",02-3423-8357,9시-18시
2953,개방화장실,열린금호교육문화관,서울특별시 성동구 무수막길 69,서울특별시 성동구 금호2가 511,02-2204-7650,06:00~22:00
2954,개방화장실,서울숲복합문화체육센터,서울특별시 성동구 왕십리로11길 19,서울특별시 성동구 성수동1가 685-63,02-2204-6600,06:00~22:00
2965,개방화장실,동부수도사업소 화장실,서울특별시 성동구 고산자로10길 13,서울특별시 성동구 행당1동 142-1,02-3146-2619,09:00~18:00
3028,개방화장실,왕십리문화공원,서울특별시 성동구 도선동 35-2,서울특별시 성동구 도선동 35-2,02-2286-5549,00:00~24:00
3029,개방화장실,도선공영주차장,서울특별시 성동구 무학로8길 8,서울특별시 성동구 홍익동 369,02-2286-5549,00:00~24:00
3030,개방화장실,미소어린이공원,서울특별시 성동구 하왕십리동 1055,서울특별시 성동구 하왕십리동 1055,02-2286-5549,00:00~24:00
3031,개방화장실,무학봉근린공원,서울특별시 성동구 왕십리로31길 29-1,서울특별시 성동구 하왕십리동 890-334,02-2286-5549,00:00~24:00
3032,개방화장실,자전거체험학습장,서울특별시 성동구 살곶이길 115,서울특별시 성동구 마장동 811,02-2286-5549,00:00~24:00
3033,개방화장실,마장기사식당앞,서울특별시 성동구 마장로42길 25,서울특별시 성동구 마장동 779,02-2286-5549,00:00~24:00
3034,개방화장실,동마장어린이공원,서울특별시 성동구 마장동 780-1,서울특별시 성동구 마장동 780-1,02-2286-5549,00:00~24:00
3035,개방화장실,마장축산물 한전뒤,서울특별시 성동구 마장동 494,서울특별시 성동구 마장동 494,02-2286-5549,00:00~24:00
3036,개방화장실,마장축산물시장,서울특별시 성동구 살곶이길 40,서울특별시 성동구 마장동 437,02-2286-5549,00:00~24:00
3037,개방화장실,살곶이 진입부,서울특별시 성동구 살곶이길 259,서울특별시 성동구 사근동 102-28,02-2286-5549,00:00~24:00
3077,개방화장실,살곶이 진출부,서울특별시 성동구 살곶이길 235,서울특별시 성동구 사근동 102-28,02-2286-5549,00:00~24:00
3078,개방화장실,살곶이 궁터장,서울특별시 성동구 살곶이길 313,서울특별시 성동구 행당동 81-4,02-2286-5549,00:00~24:00
3079,개방화장실,한양대 앞,서울특별시 성동구 왕십리로 252,서울특별시 성동구 행당동 157-4,02-2286-5549,00:00~24:00
3080,개방화장실,살곶이체육공원,서울특별시 성동구 중랑천서자전거길 209,서울특별시 성동구 사근동102-16,02-2286-5549,00:00~24:00
3081,개방화장실,소월아트홀광장,서울특별시 성동구 왕십리로 281,서울특별시 성동구 행당동 142-16,02-2286-5549,00:00~24:00
3082,개방화장실,행당6구역근린공원,서울특별시 성동구 고산자로2길 77,서울특별시 성동구 행당동 379,02-2286-5549,00:00~24:00
3083,개방화장실,대림공원(논골새싹),서울특별시 성동구 난계로 56,서울특별시 성동구 행당동 347-2,02-2286-5549,00:00~24:00
3084,개방화장실,응봉암벽공원,서울특별시 성동구 독서당로60길 13-1,서울특별시 성동구 응봉동 269-4,02-2286-5549,00:00~24:00
3085,개방화장실,응봉개나리어린이공원,서울특별시 성동구 독서당로62가길 66,서울특별시 성동구 응봉동 269-7,02-2286-5549,00:00~24:00
3086,개방화장실,응봉 자전거대여소,서울특별시 성동구 고산자로 125-18,서울특별시 성동구 응봉동 3-11,02-2286-5549,00:00~24:00
3087,개방화장실,응봉체육공원,서울특별시 성동구 중랑천서자전거길 97,서울특별시 성동구 응봉동 9-4,02-2286-5549,00:00~24:00
3088,개방화장실,응봉테니스장,서울특별시 성동구 중랑천서자전거길 85,서울특별시 성동구 응봉동 235,02-2286-5549,00:00~24:00
3089,개방화장실,대현산관리사무소,서울특별시 성동구 금호로 100,서울특별시 성동구 금호동1가 산 37-1,02-2286-5549,00:00~24:00
3090,개방화장실,대현산공원(간),서울특별시 성동구 금호동1가 산 37-1,서울특별시 성동구 금호동1가 산 37-1,02-2286-5549,00:00~24:00
3091,개방화장실,독서당공원,서울특별시 성동구 금호동1가 산 37-7,서울특별시 성동구 금호동1가 산 37-7,02-2286-5549,00:00~24:00
3092,개방화장실,금호정,서울특별시 성동구 금호산15길 15,서울특별시 성동구 금호동2가 산 9-1,02-2286-5549,00:00~24:00
3093,개방화장실,금호산(부대입구),서울특별시 성동구 금호산15길 15,서울특별시 성동구 금호동2가 산 9-1,02-2286-5549,00:00~24:00
3094,개방화장실,금남시장뒤,서울특별시 성동구 금호산2가길 1,서울특별시 성동구 금호동3가 474-1,02-2286-5549,00:00~24:00
3095,개방화장실,금호3가복지관(경로당),서울특별시 성동구 금호산2길 16,서울특별시 성동구 금호동3가 451,02-2286-5549,00:00~24:00
3096,개방화장실,금호4가(얼음가게),서울특별시 성동구 장터길 42,서울특별시 성동구 금호동4가 1120-2,02-2286-5549,00:00~24:00
3097,개방화장실,달맞이봉(공원),서울특별시 성동구 독서당로44길 25,서울특별시 성동구 금호동4가 산 28-1,02-2286-5549,00:00~24:00
3098,개방화장실,응봉산팔각정,서울특별시 성동구 독서당로 362,서울특별시 성동구 응봉동 267,02-2286-5549,00:00~24:00
3141,개방화장실,용비쉼터,서울특별시 성동구 중랑천서자전거길 5,서울특별시 성동구 금호4가동 2-4,02-2286-5549,00:00~24:00
3142,개방화장실,매봉산 지하수 옆,서울특별시 성동구 동호로5길 207,서울특별시 성동구 옥수동 산 5-164,02-2286-5549,00:00~24:00
3143,개방화장실,매봉산 숲속도서관,서울특별시 성동구 매봉길 49-29,서울특별시 성동구 옥수동 528-6,02-2286-5549,00:00~24:00
3144,개방화장실,송정제방길,서울특별시 성동구 가람길 46,서울특별시 성동구 성수동1가 2-20,02-2286-5549,00:00~24:00
3145,개방화장실,성삼공원,서울특별시 성동구 성수이로18길 25-1,서울특별시 성동구 성수동2가 273-11,02-2286-5549,00:00~24:00
3146,개방화장실,성수근린공원,서울특별시 성동구 성수동2가 302-25,서울특별시 성동구 성수동2가 302-25,02-2286-5549,00:00~24:00
3147,개방화장실,새말빗물펌프장,서울특별시 성동구 송정동 93,서울특별시 성동구 송정동 93,02-2286-5549,00:00~24:00
3148,개방화장실,송정농구장,서울특별시 성동구 중랑천동자전거길 366,서울특별시 성동구 송정동 73-24,02-2286-5549,00:00~24:00
3149,개방화장실,성동소방서,서울특별시 성동구살곶이길 331(행당동),서울특별시 성동구 행당동 92-6,02-2622-1621,09:00~18:00
3150,개방화장실,성수119안전센터,서울특별시 성동구뚝섬로 452(성수2가),서울특별시 성동구 성수동2가 236-59,02-2622-1621,09:00~18:00
3151,개방화장실,왕십리119안전센터,서울특별시 성동구고산자로 249 (도선동),서울특별시 성동구 도선동 35,02-2622-1621,09:00~18:00
3152,개방화장실,금호119안전센터,서울특별시 성동구난계로 19 (금호1가),서울특별시 성동구 금호동1가 179-3,02-2622-1621,09:00~18:00
3153,개방화장실,성동구보건소,서울특별시 성동구 마장로23길 10,서울특별시 성동구 홍익동 16-15,02-2286-7012,09:00~18:00
3154,개방화장실,송정제방,서울특별시 성동구 송정동 75-14,서울특별시 성동구 송정동 75-14,02-2286-5549,00:00~24:00
3155,개방화장실,중량물재생센터 앞,서울특별시 성동구 송정동 73-37,서울특별시 성동구 송정동 73-37,02-2286-5549,00:00~24:00
3156,개방화장실,용답휴식공원(신답역),서울특별시 성동구 천호대로 232,서울특별시 성동구 용답동 128-3,02-2286-5549,00:00~24:00
3157,개방화장실,용답꽃공원,서울특별시 성동구 천호대로78길 42,서울특별시 성동구 용답동 183-3,02-2286-5549,00:00~24:00
